Customer,State,Customer Lifetime Value,Response,Coverage_Ext,Coverage_Pre,Edu_College,Edu_Bach,Edu_Master,Edu_Doctor,Effective To Date,Employ_Unemp,Employ_Dis,Employ_Med,Employ_Ret,Gender,Income,Locat_Sub,Locat_Rural,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy_Cor,Policy_Spe,Level_2,Level_3,Renew_O2,Renew_O3,Renew_O4,Sales_Bch,Sales_Call,Sales_Web,Total Claim Amount,Vehicle Class,Vehicle_Med,Vehicle_Large
IC70693,California,16068.34838,No,0,0,0,1,0,0,1/23/11,0,0,0,0,F,70140,1,0,Married,199,25,15,0,7,1,0,0,1,1,0,0,0,0,1,955.2,Luxury Car,1,0
JY45326,Oregon,7360.873696,No,0,0,1,0,0,0,1/16/11,0,0,0,0,M,52380,1,0,Married,186,27,76,2,1,0,0,1,0,0,0,0,0,1,0,892.8,Luxury SUV,0,0
QW17940,California,2700.985899,No,0,0,0,0,0,0,1/29/11,0,0,0,0,M,79292,0,1,Married,67,18,58,0,1,1,0,1,0,1,0,0,1,0,0,55.394702,Four-Door Car,1,0
AV25133,Oregon,3095.705571,No,1,0,1,0,0,0,2001/12/11,1,0,0,0,F,0,1,0,Single,92,31,24,1,1,0,0,0,1,0,1,0,0,0,1,774.892461,Two-Door Car,0,0
QJ57215,Nevada,4383.751482,No,1,0,1,0,0,0,1/25/11,1,0,0,0,F,0,1,0,Single,123,14,97,0,1,0,0,1,0,0,0,0,1,0,0,1480.336748,SUV,1,0
IG94072,Oregon,9928.874825,No,1,0,0,0,0,0,2001/1/11,0,0,0,0,F,75425,1,0,Married,123,3,49,0,6,0,0,0,0,0,0,0,1,0,0,823.798803,Sports Car,0,1
WC28543,Arizona,2399.17815,No,0,0,0,1,0,0,1/23/11,0,1,0,0,M,20992,1,0,Married,64,21,73,0,1,0,0,0,1,1,0,0,0,1,0,307.2,Two-Door Car,1,0
DH13219,Washington,3402.777293,No,1,0,0,1,0,0,1/28/11,0,0,0,0,M,57428,1,0,Married,85,34,40,1,1,1,0,0,1,0,0,0,0,1,0,414.649796,Four-Door Car,1,0
ET80689,California,8711.302422,No,0,0,1,0,0,0,2/18/11,0,0,0,0,M,92606,0,0,Married,109,26,75,0,3,0,1,0,1,1,0,0,1,0,0,287.437831,SUV,1,0
JD10245,California,4358.762008,No,0,0,0,0,0,0,1/31/11,0,0,0,0,M,86001,1,0,Divorced,109,4,27,1,1,0,0,0,1,0,0,0,0,0,0,523.2,SUV,1,0
XO96556,Arizona,2551.226692,Yes,0,0,0,0,1,0,1/19/11,0,0,0,0,M,79751,1,0,Married,63,15,67,0,1,0,0,0,0,0,1,0,0,0,1,392.235698,Two-Door Car,0,0
UJ61336,Arizona,5642.747998,No,0,0,0,1,0,0,2002/9/11,0,0,0,0,F,68654,0,0,Married,71,32,21,2,9,0,0,0,1,0,0,0,0,0,1,208.048487,Four-Door Car,1,0
XS94482,Arizona,4151.667368,No,0,0,0,0,1,0,2/17/11,1,0,0,0,F,0,0,0,Single,61,7,71,3,9,0,0,1,0,0,0,0,0,0,1,208.892861,Two-Door Car,1,0
QX57337,Oregon,2842.025913,No,0,0,0,0,0,1,1/26/11,0,0,0,0,F,92629,0,1,Single,72,22,1,3,1,0,0,1,0,1,0,0,0,1,0,60.845685,Four-Door Car,1,0
CZ35936,California,8791.444942,No,0,0,0,0,0,0,2001/12/11,0,0,0,0,F,54094,0,0,Single,112,9,51,0,4,1,0,1,0,0,0,0,0,0,0,502.994931,SUV,1,0
IM41800,Nevada,8268.272933,No,0,0,1,0,0,0,2002/2/11,0,0,0,0,M,95419,1,0,Married,70,6,61,3,2,0,0,0,1,0,1,0,0,0,1,336,Four-Door Car,1,0
GI70742,Oregon,8581.637267,No,0,0,0,0,0,0,1/15/11,0,0,0,0,F,66466,0,0,Married,71,20,35,0,2,0,0,0,1,1,0,0,0,1,0,293.016168,Four-Door Car,1,0
HQ32112,Arizona,5244.40475,No,1,0,0,0,0,0,2001/1/11,0,0,0,0,M,68131,0,1,Married,130,22,27,0,1,0,0,1,0,0,0,1,1,0,0,226.607648,SUV,1,0
CC85895,Nevada,8509.019846,No,0,0,0,1,0,0,2001/12/11,0,0,0,0,F,56481,0,0,Married,106,7,17,0,3,0,0,0,0,0,0,0,1,0,0,273.250112,SUV,1,0
CF40646,California,4743.615503,No,0,0,1,0,0,0,2002/10/11,0,0,0,0,M,70082,1,0,Married,119,17,23,0,1,0,0,1,0,0,0,0,0,0,1,571.2,SUV,0,0
RF39856,Nevada,22754.66137,No,0,0,0,1,0,0,2002/8/11,0,0,0,0,M,51437,0,1,Married,115,35,30,0,2,1,0,0,0,0,1,0,1,0,0,244.086665,SUV,1,0
VT85216,Nevada,5335.015944,No,0,0,0,0,0,0,1/26/11,1,0,0,0,M,0,1,0,Single,73,6,97,0,9,0,0,0,1,1,0,0,0,0,0,525.6,Four-Door Car,1,0
SW69117,Oregon,6966.319103,No,1,0,1,0,0,0,2002/10/11,0,1,0,0,M,27972,0,0,Married,90,13,7,0,8,1,0,0,1,0,1,0,0,1,0,240.318607,Two-Door Car,1,0
EI58852,Arizona,21205.37785,No,1,0,0,0,0,0,2002/11/11,0,0,0,0,F,24930,1,0,Married,76,7,16,0,2,0,0,0,1,0,0,0,1,0,0,364.8,Four-Door Car,1,0
FN61865,Nevada,4271.200049,No,0,1,0,0,1,0,2002/6/11,0,0,0,0,F,26245,0,1,Single,110,6,43,0,1,0,0,0,1,0,0,1,0,1,0,44.284642,Two-Door Car,1,0
LI11560,California,5580.818466,No,0,0,0,1,0,0,2002/5/11,0,0,0,0,F,57883,1,0,Married,69,4,0,0,9,0,0,0,1,0,1,0,0,0,0,431.847824,Four-Door Car,0,0
NY12562,Nevada,2224.089639,No,0,0,1,0,0,0,2001/5/11,1,0,0,0,F,0,1,0,Single,64,20,4,0,1,1,0,1,0,1,0,0,1,0,0,483.25721,Four-Door Car,1,0
GE46404,Oregon,2709.539796,No,0,0,1,0,0,0,1/17/11,0,0,0,0,F,58828,1,0,Married,68,13,98,0,1,0,0,0,1,0,0,0,0,0,0,446.751243,Four-Door Car,0,0
PP26786,Arizona,2890.338106,No,0,0,1,0,0,0,2001/10/11,0,0,0,0,M,51906,1,0,Married,73,29,78,0,1,1,0,1,0,1,0,0,1,0,0,374.864662,Four-Door Car,1,0
BE55425,Oregon,6403.577368,No,1,0,1,0,0,0,1/31/11,0,0,0,0,M,28095,1,0,Married,82,18,2,0,8,0,0,0,1,0,1,0,0,0,1,393.6,Four-Door Car,1,0
SH75038,California,5981.381645,No,0,0,0,1,0,0,2/16/11,0,0,0,0,F,88723,1,0,Divorced,74,12,94,0,8,0,0,1,0,0,0,0,0,0,0,355.2,Two-Door Car,1,0
LD22387,California,6225.022266,No,1,0,0,0,0,0,1/16/11,0,0,0,0,F,53078,0,0,Married,79,29,81,2,8,1,0,0,1,1,0,0,1,0,0,200.97608,Four-Door Car,1,0
FF94034,California,8496.358981,No,0,0,0,1,0,0,1/30/11,0,0,0,0,F,88895,0,1,Divorced,106,0,87,0,8,0,0,0,0,0,0,0,1,0,0,209.863509,Sports Car,1,0
YK16362,Arizona,10213.99111,No,1,0,0,1,0,0,2001/8/11,0,0,0,0,F,60078,0,1,Married,127,23,60,0,3,1,0,0,0,0,1,0,1,0,0,140.819942,SUV,1,0
DN10177,California,4547.162694,No,0,0,1,0,0,0,2/27/11,1,0,0,0,M,0,1,0,Single,67,26,4,0,3,0,0,0,0,0,0,0,0,1,0,321.6,Two-Door Car,1,0
IV35546,Nevada,5741.696078,No,0,0,0,0,1,0,2002/8/11,0,0,0,0,F,45820,0,0,Married,71,4,89,0,8,1,0,0,0,0,0,0,1,0,0,249.742856,Four-Door Car,1,0
SK12432,Arizona,2388.353882,No,0,0,0,1,0,0,2/14/11,1,0,0,0,M,0,1,0,Single,73,12,84,0,1,0,0,0,0,1,0,0,0,0,1,677.970934,Four-Door Car,1,0
DF71709,California,12624.96121,No,0,1,1,0,0,0,1/19/11,0,0,1,0,M,12439,1,0,Divorced,115,22,78,0,2,1,0,0,0,1,0,0,0,0,0,552,Two-Door Car,1,0
UT61518,California,8382.478392,Yes,0,0,0,1,0,0,1/27/11,0,0,0,0,M,25998,1,0,Married,71,16,38,0,2,0,0,0,1,1,0,0,0,1,0,791.878042,Four-Door Car,1,0
PU75847,Arizona,4964.666365,No,0,0,1,0,0,0,1/31/11,0,0,0,0,M,98451,1,0,Married,62,19,57,0,3,0,0,0,1,0,0,1,0,0,0,316.546868,Four-Door Car,0,0
XA47378,California,2871.437451,No,0,0,0,1,0,0,2001/11/11,0,0,0,0,F,23803,1,0,Married,72,11,90,0,1,1,0,1,0,0,0,1,1,0,0,410.548521,Two-Door Car,0,0
NE22677,California,13080.78528,No,1,0,1,0,0,0,2/14/11,1,0,0,0,M,0,1,0,Divorced,124,12,58,0,2,0,1,1,0,0,0,0,0,0,1,595.2,SUV,0,0
HV62406,Oregon,2482.411991,No,0,0,0,0,0,0,1/13/11,0,1,0,0,F,26100,1,0,Single,67,6,29,0,1,0,0,0,1,0,0,0,0,0,0,482.4,Four-Door Car,1,0
VS20668,Nevada,2726.834065,No,0,0,0,1,0,0,1/16/11,1,0,0,0,F,0,1,0,Single,73,8,63,0,1,0,0,0,1,0,0,1,1,0,0,376.923839,Four-Door Car,1,0
YZ79232,Oregon,4776.186527,No,0,0,0,0,1,0,2002/5/11,1,0,0,0,M,0,0,0,Single,67,10,38,0,9,0,0,0,1,1,0,0,0,0,1,315.215329,Four-Door Car,1,0
ND87457,Nevada,6091.89923,No,1,0,0,1,0,0,2002/3/11,0,0,0,0,M,65252,1,0,Divorced,78,27,75,0,9,0,0,0,1,1,0,0,1,0,0,482.48791,Four-Door Car,1,0
TY59231,California,5015.009472,Yes,1,0,0,1,0,0,2002/3/11,0,0,0,0,F,48567,1,0,Single,130,12,15,0,1,0,0,0,1,1,0,0,0,0,0,624,SUV,1,0
DA54619,Oregon,9035.671134,Yes,0,1,0,0,0,0,1/21/11,0,0,0,0,F,34337,1,0,Married,113,20,44,0,9,0,0,0,1,1,0,0,0,0,1,542.4,Four-Door Car,0,1
OL27257,Nevada,4381.880534,No,0,1,1,0,0,0,2001/1/11,0,0,1,0,F,20394,0,0,Married,115,28,84,0,1,0,0,0,1,0,0,0,1,0,0,508.614758,Two-Door Car,1,0
TH86528,Washington,5775.517825,No,1,0,0,0,0,0,2/25/11,1,0,0,0,F,0,1,0,Single,76,20,17,0,6,0,0,0,0,0,1,0,0,1,0,784.611446,Two-Door Car,0,0
DS34823,Arizona,4250.282624,Yes,0,0,0,0,0,0,1/18/11,1,0,0,0,F,0,1,0,Single,61,17,1,1,7,0,0,1,0,0,0,0,0,0,0,292.8,Four-Door Car,0,0
HB24005,California,2347.048112,No,0,0,1,0,0,0,2002/2/11,0,0,0,0,M,31617,0,0,Single,62,17,29,1,1,0,0,0,0,0,0,0,0,0,0,244.269407,Four-Door Car,0,0
ZV96574,California,6940.069184,No,0,0,0,0,0,0,1/16/11,1,0,0,0,F,0,1,0,Married,62,31,30,1,2,1,0,0,1,1,0,0,1,0,0,297.6,Four-Door Car,1,0
JC80093,Washington,2572.506605,No,0,0,0,0,1,0,2001/7/11,0,0,0,0,M,21104,0,1,Divorced,66,34,74,0,1,0,0,0,1,0,0,1,1,0,0,118.454974,Four-Door Car,1,0
KN24990,Arizona,41491.74481,No,0,0,1,0,0,0,1/14/11,0,0,0,0,M,37748,1,0,Married,181,21,22,2,2,0,0,1,0,0,0,0,0,0,1,868.8,Luxury Car,0,0
RR39751,California,3571.346578,No,1,0,0,1,0,0,1/18/11,1,0,0,0,F,0,0,0,Married,96,19,30,0,1,0,0,0,1,0,0,0,1,0,0,438.661509,Four-Door Car,1,0
BN80677,Oregon,12734.21253,No,1,0,0,1,0,0,2001/7/11,0,0,0,0,M,25023,1,0,Single,82,31,38,0,2,1,0,0,1,0,0,0,1,0,0,397.139856,Two-Door Car,1,0
WL74893,Oregon,4529.112791,No,0,0,1,0,0,0,2/24/11,1,0,0,0,F,0,0,0,Married,62,22,57,0,9,0,1,0,1,0,1,0,0,0,0,271.164139,Four-Door Car,1,0
ZN59196,Oregon,4177.876779,No,0,1,0,1,0,0,1/13/11,0,0,1,0,F,14108,1,0,Married,109,27,88,0,1,0,0,0,0,0,0,0,0,1,0,523.2,Four-Door Car,0,0
PF77449,Washington,9824.745841,No,1,0,0,0,0,0,1/26/11,0,0,0,0,F,23923,1,0,Married,82,29,61,1,2,0,0,0,1,0,1,0,0,1,0,393.6,Four-Door Car,1,0
HO38996,Oregon,2430.801647,No,0,0,0,0,0,0,2/17/11,1,0,0,0,M,0,1,0,Married,67,1,19,0,1,0,1,1,0,0,0,1,0,1,0,321.6,Four-Door Car,1,0
YU86361,Washington,19160.98994,Yes,1,0,0,0,1,0,2/20/11,0,0,0,0,F,22705,1,0,Divorced,239,19,59,0,7,0,0,0,0,1,0,0,0,0,0,1294.700423,Luxury SUV,1,0
PJ13204,California,3301.518961,No,1,0,0,0,0,0,1/25/11,1,0,0,0,F,0,1,0,Married,89,10,83,0,1,1,0,0,1,0,0,0,0,1,0,427.2,Two-Door Car,0,1
SP63623,Oregon,4692.098956,No,0,0,1,0,0,0,2001/3/11,1,0,0,0,M,0,1,0,Single,69,31,89,0,5,0,0,1,0,0,0,0,0,0,0,506.92275,Four-Door Car,0,1
DP33625,Arizona,8092.87696,Yes,0,0,1,0,0,0,2002/5/11,0,0,0,0,M,50825,0,0,Married,102,3,46,0,3,0,0,0,0,0,0,0,0,0,0,369.614729,SUV,1,0
BJ18904,Arizona,3964.534974,No,0,0,1,0,0,0,2/22/11,0,0,1,0,M,14616,1,0,Married,106,16,23,0,1,0,0,0,1,0,0,0,0,0,0,575.260213,SUV,0,0
TR26615,Oregon,2497.531509,No,0,0,0,0,0,0,1/17/11,1,0,0,0,M,0,0,0,Married,69,5,74,0,1,1,0,1,0,1,0,0,1,0,0,272.381465,Two-Door Car,1,0
ZD44648,Arizona,9656.212573,No,1,0,1,0,0,0,2002/12/11,0,0,0,0,M,29504,1,0,Single,125,16,29,0,9,0,0,0,1,0,0,1,0,0,1,1224.56345,SUV,1,0
QW60568,California,8888.143979,No,0,1,1,0,0,0,2002/6/11,0,0,0,0,M,58789,0,1,Married,111,4,69,0,3,1,0,1,0,0,1,0,0,1,0,215.438825,Four-Door Car,1,0
XS78545,Oregon,7347.410517,No,0,0,1,0,0,0,1/18/11,0,0,0,0,F,29491,1,0,Married,61,26,62,0,2,0,0,1,0,0,1,0,0,0,1,292.8,Four-Door Car,1,0
EU19773,Arizona,8578.364528,No,0,1,0,0,0,0,1/19/11,0,0,0,0,F,78077,0,0,Married,107,11,47,2,6,0,0,0,1,1,0,0,1,0,0,438.069458,Four-Door Car,1,0
ZL45417,California,3467.323976,No,1,0,0,0,0,0,1/18/11,1,0,0,0,F,0,1,0,Single,96,2,53,0,1,0,0,0,1,0,1,0,0,0,0,799.251165,Two-Door Car,0,0
JS58659,Nevada,8901.468512,No,0,0,0,1,0,0,1/13/11,0,0,0,0,M,76558,0,0,Married,74,2,45,0,2,0,1,0,0,0,0,1,0,0,0,216.980413,Four-Door Car,1,0
XK84089,California,2619.337376,Yes,0,0,0,1,0,0,2002/5/11,0,0,0,0,M,78618,0,0,Divorced,66,7,56,0,1,0,0,0,1,0,0,0,0,0,0,225.578841,Two-Door Car,1,0
LH91968,Oregon,8838.085637,Yes,0,0,0,1,0,0,1/21/11,0,0,0,0,M,82664,0,1,Married,114,24,10,3,9,1,0,0,1,1,0,0,0,0,0,133.425609,SUV,1,0
NX63627,Oregon,10127.77087,No,1,0,0,0,0,1,1/16/11,0,0,1,0,M,23053,1,0,Married,132,5,97,0,8,0,0,0,0,1,0,0,0,0,0,780.941649,Sports Car,1,0
ND62955,Nevada,4633.452912,No,0,0,0,1,0,0,2001/5/11,0,0,0,0,M,50250,1,0,Married,117,3,93,0,1,0,0,0,1,0,1,0,0,0,0,561.6,SUV,1,0
YQ11786,Oregon,7796.000083,No,0,0,0,0,0,0,2002/3/11,0,0,0,0,M,32169,0,0,Married,199,0,74,0,1,0,0,0,1,0,0,1,0,1,0,785.82348,Luxury SUV,1,0
TM13955,Washington,2993.024583,No,1,0,0,0,1,0,2/15/11,1,0,0,0,M,0,0,0,Married,80,28,97,0,1,1,0,0,1,0,0,0,1,0,0,286.115778,Four-Door Car,1,0
IA91291,Arizona,7985.472561,No,0,0,1,0,0,0,2001/6/11,0,0,0,0,F,99069,0,1,Married,66,7,28,0,2,1,0,1,0,0,0,1,1,0,0,77.442722,Four-Door Car,1,0
RO89785,Oregon,3508.569533,Yes,1,0,1,0,0,0,2001/5/11,0,0,1,0,M,20978,1,0,Married,98,19,96,1,1,0,0,0,1,1,0,0,1,0,0,1176.2788,Four-Door Car,0,0
QW40898,Arizona,2722.210707,Yes,0,0,1,0,0,0,2002/2/11,0,0,1,0,F,17576,1,0,Married,71,29,70,0,1,0,0,0,0,1,0,0,0,1,0,398.502948,Four-Door Car,1,0
ZD40816,Nevada,2783.583044,No,0,0,0,1,0,0,1/22/11,0,0,0,0,M,42297,0,0,Married,71,29,62,0,1,0,0,0,1,0,0,1,0,0,0,200.38673,Four-Door Car,1,0
PD82395,Arizona,8649.997286,No,0,1,0,1,0,0,1/21/11,1,0,0,0,F,0,1,0,Married,115,0,3,0,3,0,1,0,0,0,0,0,1,0,0,824.597262,Four-Door Car,0,0
NW23827,California,4652.91278,No,0,0,1,0,0,0,2001/5/11,1,0,0,0,F,0,0,1,Married,63,21,23,0,7,0,0,0,1,0,0,0,0,0,0,151.231247,Four-Door Car,1,0
GG61186,Nevada,8395.806331,No,0,1,0,0,0,1,2001/11/11,1,0,0,0,F,0,0,1,Married,110,22,72,0,9,0,0,0,0,0,0,0,0,0,0,161.092415,Four-Door Car,1,0
TB31268,Arizona,8804.53711,No,0,0,1,0,0,0,1/14/11,0,0,0,0,F,48990,1,0,Married,74,3,20,0,2,0,0,0,1,1,0,0,0,0,1,355.2,Four-Door Car,1,0
SX98462,Oregon,7155.337765,No,0,0,1,0,0,0,2/28/11,0,1,0,0,M,16916,1,0,Married,64,31,31,0,2,0,0,1,0,0,1,0,0,0,0,377.512951,Four-Door Car,1,0
OL82456,Oregon,3954.344534,Yes,0,0,0,1,0,0,2/25/11,0,1,0,0,M,18375,1,0,Married,103,8,50,0,1,0,0,0,0,0,0,0,1,0,0,535.080276,Sports Car,0,1
DN14211,Oregon,15032.9003,No,0,0,1,0,0,0,1/17/11,0,0,1,0,M,17150,1,0,Married,65,28,19,0,2,0,0,1,0,0,0,0,0,0,0,689.800891,Two-Door Car,1,0
ZG12619,Washington,8257.666512,Yes,0,0,0,1,0,0,2001/12/11,0,1,0,0,F,23815,1,0,Married,73,4,47,0,2,0,0,0,0,1,0,0,0,1,0,424.330166,Four-Door Car,1,0
VH31071,Arizona,9256.918609,No,0,0,1,0,0,0,1/19/11,0,1,0,0,F,21947,1,0,Married,118,30,76,0,9,0,0,0,1,0,0,0,0,1,0,566.4,SUV,0,1
SP36555,Arizona,6507.751779,No,1,0,0,1,0,0,1/20/11,1,0,0,0,M,0,1,0,Single,97,4,11,0,4,0,0,0,0,0,0,0,0,0,0,863.219668,Four-Door Car,1,0
ME83611,Nevada,2530.705137,Yes,0,0,0,1,0,0,1/21/11,0,0,0,0,F,89451,0,1,Single,63,11,2,0,1,0,0,0,1,1,0,0,0,0,1,61.769564,Four-Door Car,1,0
PH85036,Washington,5482.549359,No,0,0,0,1,0,0,2002/10/11,0,0,0,0,F,79325,0,0,Married,68,4,31,0,4,1,0,1,0,1,0,0,0,0,0,251.294821,Four-Door Car,1,0
PE54870,Oregon,4050.506193,No,0,0,1,0,0,0,2/26/11,0,0,0,0,M,88454,0,0,Divorced,101,8,89,0,1,0,0,0,1,0,0,0,0,0,1,308.749796,SUV,1,0
DT52189,California,6326.679236,No,1,0,0,0,0,0,2001/10/11,1,0,0,0,F,0,1,0,Divorced,87,2,41,0,3,0,0,1,0,0,1,0,0,1,0,417.6,Four-Door Car,1,0
XN48526,California,2627.76229,No,0,0,1,0,0,0,2002/4/11,0,0,1,0,F,20943,0,0,Married,69,0,86,0,1,0,0,0,1,0,1,0,1,0,0,240.00056,Four-Door Car,1,0
KW52227,California,7814.604545,No,0,0,0,1,0,0,2002/7/11,0,0,0,0,M,51972,1,0,Married,66,19,22,0,2,0,0,1,0,1,0,0,0,0,1,316.8,Four-Door Car,1,0
JC98569,Oregon,6314.579645,No,1,0,1,0,0,0,1/16/11,0,0,0,0,F,54408,0,0,Married,79,29,17,0,4,0,0,0,0,1,0,0,1,0,0,288.329793,Four-Door Car,1,0
BG48083,Nevada,6386.278164,No,1,0,0,1,0,0,1/20/11,0,0,0,0,F,23751,1,0,Single,82,4,9,1,7,0,0,1,0,0,0,0,0,0,1,586.921708,Two-Door Car,1,0
PD19551,California,2537.969253,No,0,0,0,1,0,0,2002/11/11,0,0,0,0,F,37612,1,0,Divorced,64,0,32,0,1,0,0,1,0,0,1,0,0,1,0,307.2,Four-Door Car,0,0
BJ13380,Oregon,5335.375586,No,0,0,0,1,0,0,2/28/11,0,0,0,0,F,91603,1,0,Single,69,4,92,2,3,0,0,1,0,0,0,0,0,0,0,472.67262,Four-Door Car,0,0
HY25004,Arizona,4549.079221,No,0,0,0,0,0,0,2001/10/11,1,0,0,0,F,0,1,0,Married,62,12,53,0,3,0,0,0,1,1,0,0,0,1,0,639.758314,Two-Door Car,1,0
WF50693,Oregon,4836.21886,No,1,0,0,0,0,0,2001/8/11,0,1,0,0,M,16450,1,0,Married,128,6,81,0,1,1,0,0,1,0,0,0,1,0,0,871.484565,SUV,1,0
MA45099,Oregon,6478.801192,No,1,0,0,1,0,0,2/24/11,0,0,0,0,M,50864,0,1,Married,83,18,86,1,4,1,0,0,0,0,0,0,0,0,0,158.362972,Four-Door Car,1,0
ZC69696,Arizona,35440.14262,No,0,0,1,0,0,0,2/16/11,0,0,0,0,F,74560,1,0,Divorced,110,31,20,0,2,0,0,0,1,0,0,0,1,0,0,528,SUV,1,0
VO43359,California,2404.380963,No,0,0,0,0,0,0,2/24/11,0,0,0,0,M,62488,0,0,Married,62,35,47,2,1,0,0,0,1,1,0,0,0,1,0,200.689331,Four-Door Car,1,0
OM63954,California,9264.565015,No,0,1,0,1,0,0,2/14/11,0,0,0,0,F,55837,1,0,Single,117,16,35,0,9,0,0,0,0,1,0,0,0,0,0,741.867506,Two-Door Car,1,0
GV71044,Oregon,2433.024631,No,0,0,1,0,0,0,2/28/11,1,0,0,0,F,0,1,0,Single,66,12,71,0,1,0,0,0,1,0,0,0,0,0,0,475.2,Two-Door Car,1,0
TM79451,California,5367.089817,No,0,0,1,0,0,0,2001/6/11,0,0,0,0,F,97742,0,1,Single,67,33,57,0,5,0,0,0,0,0,0,0,0,0,0,67.648392,Four-Door Car,0,0
PA84292,Oregon,2452.360892,No,0,0,0,1,0,0,1/24/11,1,0,0,0,F,0,1,0,Single,69,13,75,0,1,0,0,0,1,0,0,0,0,0,0,496.8,Four-Door Car,1,0
QX67584,Nevada,8646.504109,Yes,0,0,0,0,0,0,2001/2/11,0,0,0,0,F,64125,0,0,Married,108,3,44,0,3,0,0,0,1,1,0,0,1,0,0,369.818708,SUV,0,1
JK90180,Arizona,4340.086445,No,0,0,1,0,0,0,2001/6/11,1,0,0,0,M,0,1,0,Single,62,22,39,0,6,0,0,1,0,0,1,0,1,0,0,446.4,Four-Door Car,1,0
BH35482,Washington,4930.949334,No,0,0,0,0,0,1,1/20/11,0,0,0,0,M,70412,0,1,Married,61,27,12,0,3,1,0,0,1,0,1,0,0,0,1,136.291083,Two-Door Car,1,0
VU84949,Washington,5292.632491,No,0,0,0,1,0,0,1/20/11,1,0,0,0,F,0,1,0,Married,70,13,8,0,3,0,0,1,0,0,0,0,1,0,0,336,Two-Door Car,1,0
SF46129,California,8986.610653,No,0,1,0,0,0,0,1/26/11,0,0,0,0,M,66267,1,0,Married,111,23,95,0,3,0,0,1,0,0,1,0,0,0,1,1093.708851,Four-Door Car,0,0
OH35544,Nevada,5619.967791,No,1,0,1,0,0,0,1/21/11,1,0,0,0,F,0,1,0,Single,82,14,23,0,6,1,0,1,0,0,1,0,0,0,0,863.935307,Four-Door Car,1,0
ZF82387,Oregon,10340.45566,No,1,0,0,0,0,0,2001/12/11,0,0,0,0,M,40882,0,0,Divorced,89,6,17,0,2,1,0,0,1,1,0,0,1,0,0,393.637436,Two-Door Car,0,1
MD40054,Oregon,6369.262355,Yes,1,0,0,0,0,0,1/20/11,0,0,0,0,M,34498,1,0,Single,83,30,72,0,7,0,0,1,0,1,0,0,1,0,0,398.4,Two-Door Car,0,0
LE96510,Oregon,2767.5949,No,0,0,0,0,0,0,1/30/11,1,0,0,0,F,0,1,0,Married,74,0,52,0,1,0,0,0,1,0,0,0,0,1,0,355.2,Four-Door Car,0,0
MC11907,California,4831.421687,No,0,0,0,0,0,0,2/20/11,0,0,1,0,F,23228,1,0,Married,64,4,0,1,6,1,0,0,1,0,0,0,0,0,0,307.2,Four-Door Car,1,0
DA57177,Oregon,4282.947971,Yes,0,0,1,0,0,0,2/26/11,0,0,0,0,F,40864,0,1,Married,109,16,70,1,1,0,0,1,0,0,0,0,0,0,0,166.937747,SUV,1,0
SU77646,Oregon,5718.276608,No,0,0,0,0,1,0,2001/11/11,0,0,0,0,M,46133,0,1,Divorced,73,7,78,0,5,0,0,1,0,0,0,0,1,0,0,19.626306,Four-Door Car,0,1
YZ19736,Arizona,2580.849899,Yes,0,0,1,0,0,0,2002/9/11,0,0,0,0,M,46900,1,0,Married,66,13,59,0,1,0,0,1,0,1,0,0,0,0,1,316.8,Four-Door Car,1,0
JZ69749,Washington,6481.382268,No,1,0,0,0,0,0,2002/11/11,1,0,0,0,F,0,1,0,Single,92,1,17,0,6,0,0,1,0,0,1,0,0,0,0,441.6,Four-Door Car,1,0
BJ22117,Washington,5133.414764,No,0,0,0,0,1,0,2002/10/11,0,0,0,0,M,53390,0,0,Married,64,13,41,0,5,0,0,1,0,0,1,0,1,0,0,278.999409,Four-Door Car,1,0
UQ60825,California,9369.639891,No,0,0,1,0,0,0,1/25/11,0,0,0,0,F,99185,0,0,Married,115,8,19,0,3,1,0,0,1,1,0,0,0,1,0,449.428182,SUV,1,0
ZZ89380,Oregon,3196.578455,No,1,0,0,1,0,0,2001/10/11,0,0,0,0,F,62815,0,1,Married,80,14,84,0,1,0,1,0,0,1,0,0,0,1,0,47.061469,Two-Door Car,0,1
LU87443,Oregon,4720.608872,No,0,0,1,0,0,0,2/28/11,0,0,0,0,F,26277,1,0,Single,61,17,30,0,4,0,0,1,0,0,1,0,1,0,0,292.8,Four-Door Car,1,0
DG33206,Washington,8861.900439,No,0,1,0,0,0,1,1/16/11,0,0,0,0,F,41854,0,0,Married,110,17,44,0,8,0,0,0,1,0,0,0,0,0,0,481.269644,Four-Door Car,1,0
AB98823,Arizona,6032.737631,No,1,0,1,0,0,0,2002/4/11,1,0,0,0,M,0,1,0,Married,86,4,56,0,8,0,0,0,1,1,0,0,0,0,1,412.8,Two-Door Car,1,0
MS34991,Arizona,6832.36853,No,1,0,0,0,0,0,1/14/11,0,0,0,0,M,66627,1,0,Married,85,32,55,0,8,0,0,0,0,1,0,0,1,0,0,733.21126,Four-Door Car,1,0
EE53627,Oregon,2242.090803,No,0,0,0,0,0,0,2/28/11,0,1,0,0,M,12131,0,0,Single,64,32,60,1,1,0,0,1,0,0,1,0,0,1,0,251.44949,Four-Door Car,1,0
